31,66,57,800,8928,1883,4,0
32,54,52,737,8715,3685,2,1
21,79,59,851,10346,4726,3,1
23,99,71,894,7538,2918,4,1
23,50,99,1001,9319,1868,2,1
30,79,63,779,9793,2744,3,0
35,63,90,892,7602,4892,4,0
23,94,81,822,7521,3142,2,1
36,76,53,910,8481,2604,4,0
32,89,76,942,9303,1913,3,0
24,57,80,798,10092,2620,4,0
29,80,87,876,8812,3493,2,0
23,52,93,853,7903,2689,2,0
32,40,98,910,7413,2509,4,1
21,84,75,829,10764,5291,2,1
30,80,83,886,9124,2232,4,0
33,76,86,964,9627,4281,1,0
35,71,89,765,9378,5023,4,1
22,69,46,757,9104,3458,4,1
29,79,53,918,8542,5189,4,0
23,71,61,799,8208,3488,4,1
31,79,70,775,10613,4529,4,0
25,63,97,956,8520,4092,4,1
23,54,93,937,10572,4233,3,0
23,74,51,929,7889,5209,3,0
22,72,80,822,7207,2394,1,1
33,91,64,814,8296,1871,3,0
34,58,48,898,7516,4074,3,0
32,51,80,876,7859,2587,2,1
23,92,65,780,9694,5193,4,1
32,80,67,889,7289,4032,1,1
28,59,62,753,8305,4366,1,0
28,39,46,788,8687,4195,1,0
31,91,66,827,8067,3364,3,0
25,68,68,1001,10000,5313,4,0
24,97,95,999,8939,4164,3,0
27,54,97,842,9947,3239,4,0
32,81,47,725,8312,2258,4,0
23,43,61,802,8685,2588,4,0
22,50,74,777,10781,1900,4,1
23,53,71,823,9251,4581,3,1
32,48,90,890,9097,4877,3,1
24,43,87,901,9518,3031,2,0
35,80,83,997,7376,5387,4,1
33,67,92,924,10241,2265,2,0
28,53,96,891,9410,3688,2,0
37,80,71,885,8793,3040,3,1
34,71,56,768,8194,3478,2,0
32,97,66,957,7665,5058,3,0
31,52,53,915,9509,4409,1,1
36,94,63,965,8636,3472,4,0
27,96,46,904,8313,4923,2,1
28,47,100,739,9708,2447,4,1
35,57,91,800,9942,4302,4,0
26,90,84,998,8668,2560,1,1
27,63,46,758,10178,2234,4,0
29,79,100,978,9243,3818,3,0
32,46,80,823,9735,4168,3,1
37,58,73,820,10189,2448,1,1
28,69,81,943,7599,2876,2,1
37,92,75,940,9386,1840,1,0
29,97,45,999,9797,4693,2,0
28,87,59,788,7822,1908,1,0
31,66,80,915,7421,4539,2,0
26,98,86,873,7295,3237,1,0
27,60,93,844,7611,2389,2,1
25,96,45,720,8904,2403,4,1
36,58,70,994,9385,2150,3,1
35,86,94,844,9180,3747,3,0
23,93,73,929,10554,2856,2,1
36,66,51,736,10035,4104,1,1
33,63,82,873,9955,4120,2,0
37,95,48,823,9802,4487,2,0
37,94,63,853,7745,2904,1,1
37,78,80,892,10288,2230,3,1
23,56,80,857,8303,1863,3,1
28,82,58,731,9806,3557,1,0
30,41,72,887,7848,3124,2,0
22,52,52,815,8835,3112,2,1
29,68,86,972,9831,3208,4,0
23,67,59,805,7471,3105,3,0
28,63,47,983,8505,3040,3,1
36,85,63,793,9933,2406,3,0
38,43,98,855,10588,4633,2,0
28,51,86,924,9143,3743,2,1
29,100,85,916,7334,2957,3,1
38,45,86,952,7743,5191,4,1
34,49,85,832,7285,2513,3,0
24,59,56,766,7919,5339,3,0
29,99,57,945,8893,2071,2,0
21,84,95,977,7362,1924,3,1
35,42,88,952,8192,4007,3,1
27,91,65,1013,7726,4532,2,0
33,76,67,993,7702,3833,4,1
32,72,89,947,9055,3087,2,0
34,88,82,721,9440,3865,3,0
36,95,68,1015,10010,3347,1,0
30,74,69,781,7832,2963,4,0
34,100,86,855,10428,3342,4,1
33,91,99,800,10281,2351,4,0
26,89,98,925,10621,2914,4,0
29,51,86,725,10637,2712,4,1
21,51,70,838,9522,2191,4,1
37,89,70,814,10382,2052,4,0
38,82,79,764,8567,3457,1,1
33,45,89,958,9453,2943,1,0
31,62,68,908,7962,4995,1,0
22,59,54,995,8595,4359,3,1
22,41,93,992,10465,4178,1,0
37,82,50,809,9039,4630,4,0
21,40,78,988,9281,3746,3,1
36,77,68,817,9765,5322,2,0
25,45,95,782,9270,2365,2,1
21,53,70,973,8850,4064,3,1
33,88,83,999,8478,4421,4,0
21,71,90,904,10046,2193,2,0
33,72,75,766,8486,2634,1,0
29,62,46,757,7986,2282,4,1
22,96,72,753,7994,4930,2,1
23,63,80,911,9966,1836,3,0
29,71,90,825,7725,4379,4,1
34,44,78,871,9485,2027,1,0
31,77,86,936,8597,1985,4,1
22,64,81,935,8748,2471,4,0
32,85,64,725,9300,4362,4,1
27,68,87,807,9107,2202,1,1
31,79,100,782,8682,4111,3,0
25,82,64,783,7480,3425,2,1
31,92,50,905,9480,3555,1,1
34,44,86,823,8507,4460,2,0
31,55,50,967,8496,3574,3,1
27,69,92,997,8178,4724,3,1
22,83,79,751,8553,2505,1,0
36,61,59,755,9453,4730,4,0
24,61,88,829,10766,3936,1,0
37,69,64,729,9480,1910,2,1
36,41,88,750,8977,4456,4,0
21,83,52,936,8682,3340,2,0
34,76,78,847,9400,3364,4,1
30,57,50,825,9651,3867,3,1
26,74,80,872,10054,2204,3,1
35,91,91,1016,10367,5099,3,0
30,81,98,802,10275,5364,3,1
31,42,99,849,10023,5216,4,0
29,63,66,1019,8626,2465,3,0
25,61,57,771,9537,4689,2,0
31,77,72,786,10570,4251,4,0
24,97,78,909,8377,2396,2,0
36,73,54,890,9495,4275,1,0
26,48,90,969,7928,3768,2,1
35,66,48,981,8692,3136,1,1
31,46,49,931,9351,4005,4,0
36,62,46,739,9909,4749,1,0
37,94,88,894,7599,3933,1,0
21,85,62,1003,7793,4035,3,1
33,70,63,819,8849,1873,2,1
29,87,51,1016,7564,4434,4,0
36,98,95,762,10471,2769,3,1
27,84,91,967,10568,4842,4,0
21,88,47,739,8974,3535,2,1
30,49,85,994,9650,4293,2,1
28,53,79,728,10611,5106,4,0
32,99,55,975,10235,4197,2,0
26,78,47,1020,7610,2826,2,1
21,76,70,737,10233,2964,2,1
25,55,97,770,8967,2884,2,1
26,86,55,959,8810,4602,2,0
27,75,58,986,8590,4662,4,0
34,82,72,894,8150,3455,2,0
29,68,77,744,9165,2456,1,0
31,82,99,952,10386,4819,4,1
30,96,77,809,10259,2291,4,0
25,71,90,862,7240,4185,3,1
21,44,78,912,10413,3435,1,0
25,74,99,1020,10210,3629,4,0
22,78,59,925,10794,3221,3,1
24,46,90,988,7432,3519,2,0
24,40,79,787,7315,2408,1,0
34,47,87,973,10385,3987,2,0
29,63,65,993,9007,5371,2,1
34,43,80,819,7783,5132,2,0
28,39,49,894,10231,3916,4,0
25,78,53,917,8949,4944,1,0
29,54,68,808,8616,4566,4,0
29,54,60,828,8237,4260,4,0
22,84,90,792,7721,3785,3,1
23,76,94,731,7816,4465,1,1
31,68,94,871,7547,4961,2,1
30,75,90,976,7964,4800,4,1
37,50,98,905,8810,4814,2,1
35,41,70,1006,10291,4951,1,1
22,59,63,812,8526,2800,2,1
28,63,73,787,7244,1836,2,1
23,56,79,797,9014,4467,1,1
29,80,67,808,7870,5186,1,0
26,69,83,780,7801,3036,4,0
28,62,55,831,8772,2553,1,0
26,72,52,989,10310,3846,2,0
31,92,69,721,7612,3535,2,0
36,75,47,738,9256,3849,2,1
23,74,93,748,10474,5128,1,0
23,40,71,937,8997,5097,2,0
22,72,64,724,10484,3696,3,0
24,46,70,994,10456,4113,2,0
23,56,96,921,7913,3134,2,0
36,45,48,893,10444,1984,2,1
37,64,51,763,7537,3454,1,0
30,58,81,983,8431,2611,1,1
27,62,88,981,8604,2192,4,0
38,40,58,858,8080,2243,3,0
26,69,61,1013,9668,4106,1,0
34,71,75,909,8627,4716,2,1
25,49,76,754,7923,3575,1,1
33,43,73,769,8605,2242,3,1
26,89,59,1004,9143,3334,1,0
38,52,63,1001,10419,1900,2,0
25,42,100,902,9090,3790,2,0
35,63,79,1017,8390,3166,1,1
32,55,69,747,10002,3055,1,0
27,90,60,860,8923,2339,4,0
30,85,71,847,7768,2986,1,1
29,66,56,949,9965,5086,1,0
31,80,80,897,10037,3137,2,1
26,59,92,937,8447,2916,3,1
33,62,92,989,7420,4674,1,0
21,60,55,801,9280,5232,2,1
32,58,80,747,10204,4383,3,0
32,67,78,743,8524,3900,2,0
37,46,93,991,7648,4696,4,0
38,80,50,975,9627,4790,3,0
24,89,46,733,7529,5113,3,1
23,97,63,874,9184,3032,3,1
30,44,78,978,10410,3915,2,0
32,89,79,1017,8944,3144,1,1
34,86,81,726,7654,3922,4,0
28,89,56,806,8664,4967,4,1
22,55,46,799,9636,4882,4,0
29,68,64,784,8018,4041,2,0
27,89,98,969,10330,4550,2,1
38,99,75,969,7624,3763,4,0
30,52,55,855,10230,3087,2,1
21,55,45,820,8803,4507,1,0
32,46,65,781,7692,1840,2,0
24,86,89,896,7241,3640,1,1
33,85,83,782,9851,2129,2,0
24,66,63,759,10650,5249,3,0
35,42,98,765,9715,2821,3,0
23,88,53,746,7529,5306,1,1
29,67,84,787,10146,3431,1,0
30,65,96,1006,9815,4491,1,1
35,60,56,905,7685,3913,1,0
31,55,98,958,7986,4468,1,0
31,63,67,989,8182,1919,3,1
28,65,49,854,9947,4564,1,1
25,58,82,991,9154,3600,4,1
38,45,99,843,8701,5233,2,0
34,45,73,883,9473,4569,4,1
34,96,57,971,10661,3856,3,0
26,71,74,1002,7450,3748,2,0
36,89,60,912,10231,2948,1,1
25,96,62,1018,7765,3758,2,1
33,74,99,882,7761,2007,3,1
22,93,84,954,9924,2370,4,1
38,51,88,780,9350,4554,3,1
28,96,55,781,9703,3895,1,1
26,72,53,997,9462,3597,2,1
25,80,89,973,7374,3773,2,1
30,68,88,913,9296,5056,2,1
27,92,60,803,8162,5176,2,0
36,90,100,807,8091,4591,1,0
34,42,93,790,9636,5345,4,1
36,84,87,973,8270,4265,3,0
38,41,62,792,9636,2116,2,1
28,94,53,811,10246,3383,2,0
33,87,59,752,8381,4863,3,1
33,90,55,845,9919,4860,1,0
32,76,70,1015,7656,3121,2,1
25,100,83,994,9555,2672,1,1
34,89,71,870,9865,2828,4,1
28,90,46,809,9743,4086,4,1
26,86,78,803,9242,4494,3,0
22,93,58,925,7368,5004,4,0
27,81,88,791,7846,3509,4,0
31,76,96,820,8456,3326,4,1
26,68,86,887,7631,5298,4,0
28,44,69,1016,7685,2691,1,0
34,90,81,998,7351,2761,4,0
31,79,67,878,10166,3415,4,0
30,83,57,786,8064,3685,2,1
23,99,87,862,10338,4453,1,0
32,66,53,821,9781,2520,1,1
22,82,91,924,7681,2092,2,0
21,97,91,749,10551,4591,4,1
33,85,70,833,7678,5391,4,1
36,72,73,735,8911,2732,2,1
38,97,75,820,7519,4759,1,1
38,65,45,755,7606,3931,1,1
32,99,82,840,7788,2498,1,1
25,78,48,954,7761,5117,4,1
33,98,60,854,7318,2199,2,1
35,91,55,828,10544,2676,3,1
25,58,83,902,7410,2225,3,0
37,56,75,743,7877,2907,2,0
27,52,91,933,9156,5197,4,1
27,83,46,996,7437,2953,1,0
35,56,96,997,7601,2334,1,0
38,79,85,1020,10694,2776,2,1
25,54,61,750,7645,2880,2,0
27,78,84,957,7452,3616,2,1
37,47,77,741,8480,4474,1,1
24,87,51,925,9083,4163,2,0
37,67,58,924,10754,4987,2,1
29,75,83,767,8825,3138,3,1
34,69,89,943,8892,1849,3,1
34,70,68,1000,10519,1919,3,0
38,92,68,785,10733,2796,2,0
34,50,65,996,9529,4089,4,1
29,65,61,907,8379,5148,1,0
29,87,69,853,10476,2655,1,1
29,73,84,834,9500,2006,1,1
28,68,100,970,10446,3916,1,1
23,39,49,840,7451,2303,4,0
34,40,87,770,10221,2993,4,1
38,50,74,721,10547,5185,4,1
33,46,52,741,10098,5087,1,1
37,50,96,775,8015,2027,1,0
27,91,69,738,9555,5221,3,0
23,59,88,921,8760,3914,3,1
25,58,100,916,10722,3500,1,0
23,74,99,810,8118,4702,1,1
26,57,72,739,8603,3850,1,1
23,80,90,837,9878,4128,4,0
29,74,87,873,7293,2360,3,0
26,44,100,756,7671,4452,1,0
26,48,54,990,8131,3876,2,1
35,77,45,906,9328,2526,4,0
28,41,72,880,10333,2077,3,1
32,98,53,898,7338,4057,2,0
23,51,86,901,9823,3569,4,0
21,55,99,1002,7450,3201,1,0
36,99,90,821,7843,2555,1,0
24,75,77,992,8293,4570,1,1
35,45,75,746,10123,1954,4,0
28,74,79,941,9929,3552,1,0
34,69,75,724,9692,4694,2,1
23,70,64,974,9118,5380,3,1
22,87,58,795,7475,4368,4,0
23,87,54,857,9605,2720,2,1
27,69,83,766,9847,5125,2,1
21,83,51,989,8426,3739,4,1
25,74,99,927,8151,3082,2,0
30,43,76,779,9252,2584,2,0
36,78,56,821,8449,2076,4,1
33,70,87,830,7599,3580,3,1
35,39,78,912,10015,2782,4,0
33,61,79,840,7406,3361,1,1
22,76,68,747,8340,4158,3,0
37,69,84,831,10206,3462,1,1
36,89,88,805,8878,3909,2,1
26,71,78,956,9803,5196,4,0
33,72,91,982,8976,2909,3,1
37,56,62,781,7769,2727,4,0
28,80,82,926,9930,3218,2,1
25,66,96,942,10448,3752,2,1
34,83,72,821,10693,2729,3,1
35,69,48,775,8145,3198,1,0
37,46,45,938,10552,3025,3,0
32,42,58,906,7615,4052,1,0
30,98,80,950,7720,3394,1,0
36,56,78,805,10514,4100,4,1
36,46,48,794,10292,5382,2,1
25,39,47,936,8667,4822,2,0
36,84,86,795,7965,1819,4,0
28,70,51,1007,7274,5217,1,0
38,93,64,821,7238,3711,1,1
36,67,86,806,7706,2030,1,0
